x_dense,y_spline_natural,y_spline_clamped,y_bptt
0.026236559139784954,0.0479914350882093,0.0479914350882093,0.06796685929540018
0.02800008619389317,0.05371509215187944,0.04243874131568445,0.07042779937876624
0.029763613248001388,0.05943734694613351,0.03970905828018278,0.07285169435202882
0.0315271403021096,0.0651567972015554,0.03953265875551505,0.07523910556390548
0.03329066735621782,0.07087204064872903,0.04163981551549204,0.07759058907604365
0.035054194410326034,0.0765816750182383,0.04576080133392446,0.07990669568551553
0.03681772146443425,0.08228429804066718,0.0516258889846231,0.0821879709473132
0.03858124851854247,0.08797850744659955,0.058965351241398706,0.08443495519684355
0.04034477557265069,0.09366290096661932,0.06750946087806203,0.08664818357242329
0.0421083026267589,0.09933607633131038,0.07698849066842378,0.08882818603777402
0.04387182968086712,0.10499663127125669,0.0871327133862948,0.09097548740451714
0.04563535673497533,0.11064316351704213,0.09767240180548573,0.0930906073546689
0.04739888378908355,0.11627427079925068,0.10833782869980745,0.09517406046313541
0.04916241084319177,0.12188855084846617,0.11885926684307062,0.09722635622020766
0.05092593789729999,0.12748447892250062,0.12896884040542314,0.09924799905405644
0.05268946495140821,0.13305362672219584,0.13850303324351482,0.10123948835322742
0.05445299200551642,0.13857711365308759,0.14745633446637718,0.10320131848913613
0.05621651905962463,0.1440351883965272,0.15583639574594774,0.10513397883856301
0.05798004611373285,0.14940809963386625,0.16365086875416401,0.10703795380614829
0.05974357316784107,0.15467609604645613,0.1709074051629636,0.10891372284688716
0.06150710022194929,0.15981942631564827,0.17761365664428394,0.11076176048862459
0.0632706272760575,0.1648183391227942,0.1837772748700626,0.1125825363545505
0.06503415433016571,0.16965308314924524,0.18940591151223704,0.11437651518569464
0.06679768138427394,0.174303907076353,0.19450721824274492,0.11614415686342172
0.06856120843838215,0.17875105958546875,0.1990888467335236,0.11788591643192621
0.07032473549249037,0.18297478935794412,0.20315844865651073,0.11960224412072762
0.07208826254659859,0.18695534507513042,0.2067236756836438,0.12129358536716525
0.0738517896007068,0.19067297541837921,0.20979217948686035,0.12296038083889335
0.07561531665481502,0.19410792906904187,0.2123716117380979,0.124603066456376
0.07737884370892323,0.1972404547084699,0.21446962410929393,0.12622207341538225
0.07914237076303146,0.20005080101801467,0.21609386827238608,0.1278178282094811
0.08090589781713967,0.20251921667902772,0.21725199589931174,0.1293907526525363
0.08266942487124788,0.2046259503728605,0.21795165866200852,0.13094126390120167
0.0844329519253561,0.20635125078086436,0.21820050823241388,0.13246977447741587
0.08619647897946431,0.20767536658439084,0.21800619628246543,0.1339766922908975
0.08796000603357254,0.20857854646479138,0.21737637448410066,0.13546242066164008
0.08972353308768075,0.20904103910341745,0.2163186945092571,0.13692735834240705
0.09148706014178896,0.20904309318162045,0.21484080802987224,0.13837189954122675
0.09325058719589718,0.20856495738075181,0.21295036671788367,0.13979643394388752
0.0950141142500054,0.20758688038216305,0.21065502224522886,0.14120134673643261
0.09677764130411362,0.2060891108672056,0.20796242628384531,0.14258701862765516
0.09854116835822184,0.2040518975172309,0.20488023050567064,0.14395382587159328
0.10030469541233004,0.2014554910981628,0.20141608764478472,0.14530214029002503
0.10206822246643826,0.198298551608044,0.19758703040422834,0.14663232929496348
0.10383174952054648,0.1946429875594136,0.19344231820345198,0.14794475591115155
0.1055952765746547,0.19056428011436508,0.18903812606983147,0.14923977879855715
0.10735880362876292,0.1861379104349919,0.18443062903074245,0.15051775227486813
0.10912233068287114,0.1814393596833875,0.1796760021135608,0.15177902633798737
0.11088585773697934,0.17654410902164547,0.17483042034566218,0.15302394668852762
0.11264938479108756,0.17152763961185916,0.1699500587544224,0.15425285475230668
0.11441291184519578,0.16646543261612207,0.16509109236721708,0.15546608770284223
0.116176438899304,0.16143296919652766,0.16030969621142213,0.156663978483847
0.11793996595341222,0.15650573051516944,0.1556620453144132,0.1578468558317237
0.11970349300752044,0.1517591977341409,0.15120431470356605,0.15901504429805996
0.12146702006162866,0.14726885201553547,0.1469926794062564,0.1601688642721234
0.12323054711573686,0.14311017452144667,0.14308331444986017,0.16130863200335666
0.12499407416984508,0.13934745345037616,0.13952388847368036,0.16243465962387235
0.1267576012239533,0.13598075903872298,0.13631326598195828,0.16354725517094815
0.1285211282780615,0.1329873012882039,0.13343293824028915,0.1646467226095216
0.13028465533216974,0.13034426241298866,0.13086437539638834,0.16573336185468526
0.13204818238627797,0.12802882462724705,0.12858904759797132,0.16680746879418182
0.13381170944038617,0.12601817014514896,0.1265884249927537,0.1678693353108988
0.13557523649449438,0.1242894811808641,0.12484397772845086,0.1689192493053639
0.13733876354860258,0.12281993994856223,0.12333717595277828,0.16995749471823968
0.13910229060271082,0.12158672866241318,0.12204948981345143,0.1709843515528188
0.14086581765681905,0.12056702953658674,0.1209623894581858,0.17200009589751894
0.14262934471092725,0.11973802478525272,0.12005734503469688,0.17300499994837773
0.14439287176503546,0.11907689662258086,0.11931582669070015,0.17399933203154794
0.14615639881914366,0.11856082726274096,0.11871930457391107,0.17498335662579229
