x,y
9.629343204803013805e+02,8.425255525457190515e+02
9.651318471019625349e+02,8.491487197716319315e+02
9.697627900337911342e+02,8.547639329589731005e+02
9.750899085928560908e+02,8.600907807597193369e+02
9.804932586216016261e+02,8.653860524518429429e+02
9.809948073075765933e+02,8.727117167402018367e+02
9.811871388153817861e+02,8.801654629774782279e+02
9.850995993339203096e+02,8.860782813247302556e+02
9.899809877749746647e+02,8.915897565855138964e+02
9.921743735123467332e+02,8.982146390218587158e+02
9.947281622886307559e+02,9.046902376315649690e+02
9.970457756085868368e+02,9.112636633183824415e+02
9.970021618972680244e+02,9.188151412653969601e+02
9.970036015484407699e+02,9.263479574986369016e+02
9.997757161357382074e+02,9.327331225964055648e+02
1.004986433280727510e+03,9.381081854415422185e+02
1.004994980442813130e+03,9.456380576473657129e+02
1.004998677661655051e+03,9.531699387654610973e+02
1.005511818216789948e+03,9.604908015444010516e+02
1.009400342405184119e+03,9.664135346442317314e+02
1.014726631177719128e+03,9.717407261538112380e+02
1.020103841462721903e+03,9.770468252823094417e+02
1.021000408082335412e+03,9.842088677851762668e+02
1.020954564992815335e+03,9.917612691708776538e+02
1.024748001201982561e+03,9.977233890013221753e+02
1.029053807943915672e+03,1.003473278008136731e+03
1.028992006396129682e+03,1.011032289603685967e+03
1.029972578222661468e+03,1.018159536010537067e+03
1.032998210228546895e+03,1.024439690755228412e+03
1.036015438872704181e+03,1.030723326286316023e+03
1.036996107451170019e+03,1.037850532617204180e+03
1.037016069160704774e+03,1.045375676762666444e+03
1.038971751966388410e+03,1.052099018977134165e+03
1.041995888655247199e+03,1.058379793102419399e+03
1.045006608215805727e+03,1.064666124784213025e+03
1.048051915399174732e+03,1.070938129803549828e+03
1.051181378426162155e+03,1.077175276331106033e+03
1.052998485272777771e+03,1.083956018587237168e+03
1.053000298714207247e+03,1.091488679991482741e+03
1.053974067519399114e+03,1.098618744302037157e+03
1.059039192018121412e+03,1.104054113595837862e+03
1.063583682588762031e+03,1.109705136523682086e+03
1.067470511850587854e+03,1.115628571685086399e+03
1.071373917809338991e+03,1.121545140553802185e+03
1.075289911228282563e+03,1.127456495525791297e+03
1.077008078826152541e+03,1.134278219760602724e+03
1.076996780576500214e+03,1.141816312205122358e+03
1.076986557469409490e+03,1.149353959311010385e+03
1.078953368047699769e+03,1.156072692251142598e+03
1.084359933301429919e+03,1.161366632153471755e+03
1.088268445869203788e+03,1.167281085795476429e+03
1.091478887824135882e+03,1.173484689750365078e+03
1.093024461594877039e+03,1.180377904686860802e+03
1.093002196300742980e+03,1.187920539935433908e+03
1.092998996381418920e+03,1.195455277747391392e+03
1.093000560196623837e+03,1.202988042489717373e+03
1.093000039378172005e+03,1.210521671560823734e+03
1.092999620785521302e+03,1.218055254227878550e+03
1.094032389132735489e+03,1.225161931820238124e+03
1.098881466251782967e+03,1.228980455330699670e+03
1.100994420344700757e+03,1.235000301788453498e+03
1.101012703793385072e+03,1.242526572384332667e+03
1.102014738356961516e+03,1.249642672364561349e+03
1.106354369380996332e+03,1.255390672223064939e+03
1.111667438600206879e+03,1.260761084716496725e+03
1.119120014674204413e+03,1.260973936143688434e+03
1.124696800826205845e+03,1.265697592381583718e+03
1.130023959667911186e+03,1.271023934243417216e+03
1.135329158502985820e+03,1.276402370775850386e+03
1.140957610097681709e+03,1.279224408745984420e+03
1.144339824435607170e+03,1.285351221606684248e+03
1.149022276612766973e+03,1.290945135296374701e+03
1.149951767638904357e+03,1.298052245025208094e+03
1.155830464460111671e+03,1.300965403543351613e+03
1.158301699737727859e+03,1.307358346918906136e+03
1.163664977899418318e+03,1.312669992747089509e+03
1.169408472941041964e+03,1.316999577148094431e+03
1.176941479991415690e+03,1.317000254747029885e+03
1.184474913923517988e+03,1.317000265742474994e+03
1.192008445387585198e+03,1.317000008047888286e+03
1.199541900471198915e+03,1.316999889950911665e+03
1.207075303690474584e+03,1.316999874376013167e+03
1.214608679561524923e+03,1.316999924247660601e+03
1.222142052600464922e+03,1.317000002490319730e+03
1.229675447323407980e+03,1.317000072028458817e+03
1.237208885833309068e+03,1.317000097056273944e+03
1.244742347484698485e+03,1.317000064260843828e+03
1.252275774958626243e+03,1.316999979625682499e+03
1.259809111195268770e+03,1.316999851635735240e+03
1.267342492797987688e+03,1.316999939583810374e+03
1.274876178115983976e+03,1.317000448378046713e+03
1.282297196224425761e+03,1.316729170970559608e+03
1.288776073148549813e+03,1.314183288294514568e+03
1.295377765953874587e+03,1.311933917839309743e+03
1.302119513712518483e+03,1.310022669947994018e+03
1.308268247872641041e+03,1.306679760584465384e+03
1.313574587957191397e+03,1.301303132018831320e+03
1.320981576330506414e+03,1.300997917041702294e+03
1.328515175059393187e+03,1.300998366502131148e+03
1.334275745371023049e+03,1.296718346711153345e+03
1.339598182934388433e+03,1.291380580897189702e+03
1.344929118461740927e+03,1.286063330983139394e+03
1.350847115907704620e+03,1.282163373914952444e+03
1.357088128062797523e+03,1.279043243338302545e+03
1.363792645705763789e+03,1.277042113996309126e+03
1.370938381091754763e+03,1.276106180483484877e+03
1.376253022779887488e+03,1.270749594327943441e+03
1.381580169121609970e+03,1.265423188278768521e+03
1.387251731984518301e+03,1.260928339095238016e+03
1.394816559243754455e+03,1.261004343395526575e+03
1.401965422916804982e+03,1.260068408826878795e+03
1.406164805428449199e+03,1.254843674511240124e+03
1.409357570815624058e+03,1.248632281783789040e+03
1.413396979310551615e+03,1.243007767224377403e+03
1.419679789310616115e+03,1.239992452606562665e+03
1.425962004271955038e+03,1.236966333111010954e+03
1.430027169469286036e+03,1.231161081396876170e+03
1.433122502287837960e+03,1.224909751621277337e+03
1.437012738847288119e+03,1.218974080186749234e+03
1.442935289617113085e+03,1.215098908231880387e+03
1.448859260007981220e+03,1.211213811214554426e+03
1.454781312670929083e+03,1.207323312911183848e+03
1.460377119988492268e+03,1.202641323524778500e+03
1.465011045528182876e+03,1.197018484528734461e+03
1.469008616517118753e+03,1.191140852137918273e+03
1.473534347149883160e+03,1.185482058690909298e+03
1.477968169793143034e+03,1.179785195606484649e+03
1.482041281006979943e+03,1.173938920956028596e+03
1.486758814609142973e+03,1.168359574798716267e+03
1.490533147781154639e+03,1.162389542231197765e+03
1.495248405587864454e+03,1.156809253408542418e+03
1.499097475560235580e+03,1.150870177837341998e+03
1.503743143433312071e+03,1.145261063920372408e+03
1.507990472087168428e+03,1.139486952496375807e+03
1.510034145648652839e+03,1.132800057246325423e+03
1.511931815281905529e+03,1.126052685189041767e+03
1.513055545995168359e+03,1.118984737134650459e+03
1.514956014562987093e+03,1.112238524434023930e+03
1.517258032314055527e+03,1.105658638851060005e+03
1.521942502642067893e+03,1.100065597437177985e+03
1.525804275511597552e+03,1.094131783578260183e+03
1.530561063078194366e+03,1.088568696945393640e+03
1.534311966559356733e+03,1.082588959482164000e+03
1.539022792353927798e+03,1.077006834859972514e+03
1.542886729266112525e+03,1.071073917376873624e+03
1.546772440146992722e+03,1.065150018966914786e+03
1.550660830774176020e+03,1.059227230544218628e+03
1.554556024131883760e+03,1.053307259904767989e+03
1.557880803339357954e+03,1.047151015988120207e+03
1.560065564493696911e+03,1.040522561132512237e+03
1.561963980189065751e+03,1.033775498104274448e+03
1.563974993616496249e+03,1.027075074583751075e+03
1.567993392796124908e+03,1.021206137466703922e+03
1.571992957637541622e+03,1.015329398911328667e+03
1.575997736670797622e+03,1.009454820144931091e+03
1.579993492610629346e+03,1.003576503890862341e+03
1.583009666829715798e+03,9.972924316026080760e+02
1.586065233232111041e+03,9.910246760909309387e+02
1.589950482975371870e+03,9.851005866715167940e+02
1.593902953653419445e+03,9.792043410749660097e+02
1.597842564816897720e+03,9.733027688930744716e+02
1.601770950800482069e+03,9.673965470894321470e+02
1.605036535472697551e+03,9.612157839934626509e+02
1.606934133699710173e+03,9.544683823587456573e+02
1.609124221533606033e+03,9.478421338860523520e+02
1.611619651500254804e+03,9.413423622659104240e+02
1.612997427123452098e+03,9.343796430586668293e+02
1.615227573188086581e+03,9.277699872484303114e+02
1.620653964082878701e+03,9.224842593955124812e+02
1.623766477991415286e+03,9.162400923132227035e+02
1.626919223036122276e+03,9.100125895131648122e+02
1.629986230815407907e+03,9.037495731749694414e+02
1.633001003623636279e+03,8.974649204033308934e+02
1.636031107457783719e+03,8.911866179505526588e+02
1.637004893853085150e+03,8.840565609260606834e+02
1.637000001033638000e+03,8.765211216976065316e+02
1.638979250016178639e+03,8.698075409132078448e+02
1.641999292352595830e+03,8.635250708516128952e+02
1.645014881164229337e+03,8.572407560796528969e+02
1.648084730768487134e+03,8.509789168639007357e+02
1.651239991198972575e+03,8.447524559707469507e+02
1.654447434697917970e+03,8.385476100122501748e+02
1.657665206031950675e+03,8.323470419930420121e+02
1.660131260824020728e+03,8.258350779940778921e+02
1.660994207467507294e+03,8.186594866481755162e+02
1.661558690231862784e+03,8.113712960010032020e+02
1.667742990297534561e+03,8.079867648263469846e+02
1.674009389680902586e+03,8.049460116827871161e+02
1.676974483732455155e+03,7.986597593848172210e+02
1.677013995786270698e+03,7.911423678189490829e+02
1.677310520124028471e+03,7.837317612888505209e+02
1.679807999225167578e+03,7.772328928955623724e+02
1.682065685986538256e+03,7.706346447717114643e+02
1.683964497300999710e+03,7.638877456142864730e+02
1.688704500208802756e+03,7.583177065481064574e+02
1.693997848039002292e+03,7.529768704534537846e+02
1.699413580488316484e+03,7.476867277278646498e+02
1.700998429707258538e+03,7.408097812123867243e+02
1.701001452350657928e+03,7.332776206759966726e+02
1.703391085584321900e+03,7.267340266141967504e+02
1.707282387092651334e+03,7.208124439179490537e+02
1.711169288641968251e+03,7.148890386990063917e+02
1.715053575436873416e+03,7.089645504133228542e+02
1.719686102374607117e+03,7.033499933427110591e+02
1.724837546002626368e+03,6.979503786029567891e+02
1.727989152234099038e+03,6.917224040910130043e+02
1.731001869119091452e+03,6.854368997280877238e+02
1.734027810915610871e+03,6.791568733028781253e+02
1.737124483824301933e+03,6.729061446636104620e+02
1.739943794665122596e+03,6.665405288941433355e+02
1.740999300533360611e+03,6.594443211836513683e+02
1.741010883520386869e+03,6.519157064576904759e+02
1.744981395129632801e+03,6.460269336595193863e+02
1.749601400250883671e+03,6.404071898826995266e+02
1.752800940149603775e+03,6.341990701420683081e+02
1.755975619099146115e+03,6.279806551059797357e+02
1.757008790204332627e+03,6.208731775075067389e+02
1.761418070924679341e+03,6.159960102136175237e+02
1.767292618882166607e+03,6.119923754755814116e+02
1.773170344144767796e+03,6.079952633413276999e+02
1.779055101045968968e+03,6.039692538080499844e+02
1.780995708516382138e+03,5.972443223540726649e+02
1.781006026223509025e+03,5.897152039448086498e+02
1.783701479828509946e+03,5.832982842437520503e+02
1.789020920438210624e+03,5.779682571546725285e+02
1.794396704431432227e+03,5.726615681544426479e+02
1.797007462662634907e+03,5.662103631671194535e+02
1.801100472637846451e+03,5.610377168679907527e+02
1.807376877836989024e+03,5.580054197605431909e+02
1.812429926703601950e+03,5.535147270732871903e+02
1.813004190800754031e+03,5.462162673996052717e+02
1.813908955934530923e+03,5.390508529601613645e+02
1.820132985271317011e+03,5.358502258972832806e+02
1.826366712991489749e+03,5.327125401917195404e+02
1.831665658426463096e+03,5.273180593026081624e+02
1.836997181978646040e+03,5.220022290101937870e+02
1.842292298603713562e+03,5.165985046166675829e+02
1.848529003788544287e+03,5.134679761364886872e+02
1.854732046175207643e+03,5.102562793322990160e+02
1.860737389083260950e+03,5.063907770627435525e+02
1.863843908570517215e+03,5.001420935427261156e+02
1.867041942230490804e+03,4.939178341103407206e+02
1.874202417942113925e+03,4.929978413772869317e+02
1.881752447278277259e+03,4.930381330284648698e+02
1.887140602354501880e+03,4.878590381930752642e+02
1.892467615844879447e+03,4.825323157206924520e+02
1.897795016258303349e+03,4.772065306533683042e+02
1.903121595988288163e+03,4.718787660322925603e+02
1.909462442903781039e+03,4.689988974135602007e+02
1.915990242132600088e+03,4.668337066440723788e+02
1.918840092567513238e+03,4.609615523890844884e+02
1.926404062454799941e+03,4.609992547885290151e+02
1.933938318362562086e+03,4.609987491027329156e+02
1.941474057813063155e+03,4.610004260177260562e+02
1.949006893456253920e+03,4.610009382354785998e+02
1.956538991902275484e+03,4.610005457457961029e+02
1.964072330069744339e+03,4.609995532291864038e+02
1.971606732733114086e+03,4.609987723745548465e+02
1.979140660972679370e+03,4.609993361338513864e+02
1.986672645156976159e+03,4.610022342794171664e+02
1.994205912815108604e+03,4.610007968875601136e+02
2.001741240926550745e+03,4.609979662562727754e+02
2.008917495013313555e+03,4.618596611518387931e+02
2.014227258563205623e+03,4.672278388189851626e+02
2.019551730587367956e+03,4.725606895647035230e+02
2.025244981005407908e+03,4.770032516759536634e+02
2.032587407820474255e+03,4.774701119072348092e+02
2.037894028056681918e+03,4.828706221412783179e+02
2.041111608934910691e+03,4.890724149751172263e+02
2.044269147346168438e+03,4.952979296938830771e+02
2.045003398190925509e+03,5.025272055952443679e+02
2.047879916880839119e+03,5.088691250977414597e+02
2.053190141219259658e+03,5.142029707138021877e+02
2.058529697128871703e+03,5.195246667952726511e+02
2.063853254545504569e+03,5.248529896695104071e+02
2.069178198107240405e+03,5.301807383836468262e+02
2.074508780755995758e+03,5.355061513114624177e+02
2.079032515387049898e+03,5.411657716309815669e+02
2.081020592791379840e+03,5.478756955642494404e+02
2.082933742770798744e+03,5.546166532511217611e+02
2.085190909160936371e+03,5.612155426746745661e+02
2.090180065008536985e+03,5.659792367186042839e+02
2.096462277229775282e+03,5.689972293331022684e+02
2.101001282001477648e+03,5.737511482016327591e+02
2.103013816364793001e+03,5.804515655303323456e+02
2.107007013462179202e+03,5.863309369464890324e+02
2.111006599444927815e+03,5.922076667505142495e+02
2.114997067277189672e+03,5.980881734104538054e+02
2.118959382340194679e+03,6.039803413292419236e+02
2.121987188158082972e+03,6.102595956515211810e+02
2.125000658354759707e+03,6.165447879825294422e+02
2.129315870134324996e+03,6.222907812952014410e+02
2.134634760899110006e+03,6.276210371599256632e+02
2.139997819801992136e+03,6.329329979828264641e+02
2.141011081541506428e+03,6.400467037843649223e+02
2.140950307779037757e+03,6.476052896572969075e+02
2.144608819357320954e+03,6.536232970997539269e+02
2.149989035170385250e+03,6.589281512977685225e+02
2.153160149323594396e+03,6.651480453639569532e+02
2.156349909949422454e+03,6.713602158078947468e+02
2.160301128040632193e+03,6.772569802917079187e+02
2.165031921850235449e+03,6.828308324755527110e+02
2.165926984359162361e+03,6.899936659138768391e+02
2.170601830184655228e+03,6.955904764019145432e+02
2.175936444702153040e+03,7.008834179182990738e+02
2.183444389014651279e+03,7.009432991673195374e+02
2.188890171316400483e+03,7.059293728732499176e+02
2.192825248338701840e+03,7.118326442925294941e+02
2.195951285598558115e+03,7.180712160578972316e+02
2.199179866507544830e+03,7.242657551891473986e+02
2.204559074715704355e+03,7.295804500892818396e+02
2.210681338116193729e+03,7.329981597708576828e+02
2.217558234409757461e+03,7.345834477537555358e+02
2.222892371680725319e+03,7.398929671043854341e+02
2.228219160577806633e+03,7.452202281019037855e+02
2.234187959761634374e+03,7.489977100660280485e+02
2.241232386125639096e+03,7.501799967366531519e+02
2.246543328142241990e+03,7.555397173501769430e+02
2.251870387906544238e+03,7.608672417236156207e+02
2.253006323933761905e+03,7.679322782128621157e+02
2.257236602234976999e+03,7.729744762362720394e+02
2.264760585682603960e+03,7.729986567061641836e+02
2.272295858859823511e+03,7.729942675783258892e+02
2.279825344925021000e+03,7.730034571249938153e+02
2.287359491657711260e+03,7.730017421112670490e+02
2.294895038821890921e+03,7.729967483985062700e+02
2.302427497075459996e+03,7.729989842814536587e+02
2.308219777023160987e+03,7.772024111025932598e+02
2.314194550974767935e+03,7.809652993983646638e+02
2.321716775793717261e+03,7.809923093566472971e+02
2.328891592881636370e+03,7.818581451956323463e+02
2.334219024949149116e+03,7.871831746564106425e+02
2.340997947059554917e+03,7.890036742541813055e+02
2.347874556796749857e+03,7.872963838622938511e+02
2.345987306981334768e+03,7.820131882939432444e+02
2.338866915999228695e+03,7.810434458733451493e+02
2.333283944786001939e+03,7.763346953089269391e+02
2.327146654911399764e+03,7.729641544597343454e+02
2.319597692038490095e+03,7.730016962822342066e+02
2.312632864012214213e+03,7.716290117976777765e+02
2.307341814157874978e+03,7.662154692900624013e+02
2.300312802837721392e+03,7.649978035101679552e+02
2.292778502149507858e+03,7.649998506858109977e+02
2.285245400447112843e+03,7.649989057855855208e+02
2.277710869252476641e+03,7.650023249623417314e+02
2.270178609693017279e+03,7.649987189034527546e+02
2.262630199842266393e+03,7.650500815675776494e+02
2.259944853824220445e+03,7.589628758529255492e+02
2.254634487170928878e+03,7.536287704127296365e+02
2.249302691700445848e+03,7.483047097229455176e+02
2.243981473776439088e+03,7.429658015864987419e+02
2.237265924049761907e+03,7.409905551298652426e+02
2.230984674355857351e+03,7.379675647178085001e+02
2.225650086834570629e+03,7.326591318436182974e+02
2.220317996121777014e+03,7.273446706405453597e+02
2.213750742264718610e+03,7.250121436774271615e+02
2.207312089428233321e+03,7.223367134247221202e+02
2.202714930698045464e+03,7.167055881826672703e+02
2.199503600895532145e+03,7.105032919283694355e+02
2.196322634596895114e+03,7.042874995542729266e+02
2.191681620882248808e+03,6.986766642475532763e+02
2.186083266988988271e+03,6.939973073586889996e+02
2.178950076402160903e+03,6.930306651503417470e+02
2.173272577294238545e+03,6.883874156297993068e+02
2.172892315031042017e+03,6.810118822307234723e+02
2.168354486502344116e+03,6.753580805818070303e+02
2.163068809205537946e+03,6.700140670078620815e+02
2.160013413454370948e+03,6.637462408589693723e+02
2.156994552603030570e+03,6.574632814101834128e+02
2.152731769818961766e+03,6.516955712965146859e+02
2.149003136071680728e+03,6.457066094074806415e+02
2.149001917028936077e+03,6.381737017952373208e+02
2.147924303342332223e+03,6.310866514429485505e+02
2.142707081373942401e+03,6.257142829838849138e+02
2.137366702642556447e+03,6.203929277263553104e+02
2.131947680878052779e+03,6.151041474797274304e+02
2.128843705161277285e+03,6.088564437626122299e+02
2.125655283444414636e+03,6.026437187240231879e+02
2.122550935577614837e+03,5.963961691564943521e+02
2.118651085171353316e+03,5.904781275298751098e+02
2.114737337131350614e+03,5.845658423876076313e+02
2.110796318208222146e+03,5.786648915524219774e+02
2.108972100095707447e+03,5.718864685296402968e+02
2.106161518809912195e+03,5.659920464277771543e+02
2.099926302827749169e+03,5.628876252820017498e+02
2.093675413283258877e+03,5.597895874884123941e+02
2.089943095892358087e+03,5.537359579401222618e+02
2.087998659922664956e+03,5.470079825722815485e+02
2.086059319502005110e+03,5.402778709483561670e+02
2.083075505735816932e+03,5.339803945217829551e+02
2.077690980613071588e+03,5.286773252982810618e+02
2.072349589574749189e+03,5.233563893520137071e+02
2.067029365405081990e+03,5.180266858016756260e+02
2.061700807746110513e+03,5.127004340956320902e+02
2.056375663528476707e+03,5.073727684958876125e+02
2.052999750265520106e+03,5.012377049985202575e+02
2.051371488324194615e+03,4.943787406210498148e+02
2.048175638804247683e+03,4.881690925103362133e+02
2.045048544506579447e+03,4.819308086317308835e+02
2.041035722565479318e+03,4.760520491009821740e+02
2.035761171072387469e+03,4.706373118972916245e+02
2.028907261843408151e+03,4.689998456782757330e+02
2.022726767537597425e+03,4.657335781481941126e+02
2.017401741345514438e+03,4.604020619308007554e+02
2.012073767269752807e+03,4.550776624432774042e+02
2.005383346941151103e+03,4.530424991739161555e+02
1.997867092448829226e+03,4.530010759431916654e+02
1.990333511481118421e+03,4.530014825243441692e+02
1.982801035619004551e+03,4.529992211445784847e+02
1.975267686400907905e+03,4.529990682326778710e+02
1.967733953472433086e+03,4.529998416795774574e+02
1.960200301484758029e+03,4.530004197180990673e+02
1.952666868534327023e+03,4.530004689539333071e+02
1.945133564793246251e+03,4.530002062508002609e+02
1.937600295779217959e+03,4.529998597091467900e+02
1.930066967009942800e+03,4.529996574294197558e+02
1.922533484003124158e+03,4.529998275120661333e+02
1.914999752276463596e+03,4.530005980575327840e+02
