x_spline,y_spline,x_bptt,y_bptt
-0.03301908657826911,0.007822315204018196,-0.032401114424848804,0.007912183926001135
-0.032963209891297314,0.007917064871613463,-0.032362461896374525,0.00805361161706028
-0.032898116380576416,0.008009054439791906,-0.03232371294360685,0.00819484703508684
-0.03282658774431948,0.008099393501920637,-0.03228486450417656,0.008335878819866915
-0.03275144120576838,0.008189202095555112,-0.03224591355541481,0.00847669570467036
-0.032675493988165036,0.008279600258250776,-0.032206857114225204,0.008617286515996685
-0.0326015633147513,0.008371708027563096,-0.03216769223695582,0.008757640173321039
-0.03253246640876909,0.008466645441047518,-0.03212841601927134,0.008897745688840122
-0.03247102049346029,0.008565532536259498,-0.0320890255960251,0.00903759216721814
-0.03241931423385996,0.008669164397527716,-0.03204951814113111,0.009177168805332727
-0.03237596539047859,0.008776788008267934,-0.0320098908674362,0.009316464892020907
-0.03233855922970828,0.008887189836466601,-0.031970141026592035,0.009455469807825034
-0.032304680846423954,0.008999156273609667,-0.031930265908927204,0.009594173024738709
-0.032271915335500494,0.00911147371118308,-0.03189026284331928,0.00973256410595275
-0.0322378477918128,0.009222928540672783,-0.03185012919706689,0.009870632705601113
-0.032200063310235796,0.009332307153564721,-0.031809862375761805,0.010008368568506832
-0.032156146985644375,0.009438395941344848,-0.03176945982316097,0.010145761529927976
-0.03210368763148715,0.009539983201557169,-0.03172891902105862,0.010282801515303579
-0.03204161604160127,0.009636545101000014,-0.031688237489158284,0.010419478539999597
-0.03197218988561478,0.009729263088895457,-0.03164741278494493,0.010555782709054783
-0.03189817352180348,0.009819578331779849,-0.03160644250355698,0.01069170421692673
-0.03182233130844315,0.009908931996189526,-0.03156532427765839,0.010827233347237744
-0.0317474276038096,0.009998765248660828,-0.03152405577731073,0.010962360472520784
-0.03167622676617861,0.010090519255730098,-0.03148263470984525,0.011097076053965448
-0.03161149315382596,0.010185635183933681,-0.031441058819734934,0.011231370641163856
-0.031555912517036676,0.010285512667749241,-0.03139932588846659,0.011365234871856644
-0.031510059720610765,0.010390436068017232,-0.03135743373441291,0.011498659471678847
-0.03147221534843038,0.010499477576068004,-0.03131538021270453,0.011631635253905908
-0.03144054461747434,0.010611648429823171,-0.03127316321510211,0.011764153119199566
-0.03141321274472154,0.010725959867204322,-0.031230780669868403,0.011896204055353812
-0.03138838494715081,0.01084142312613306,-0.031188230541640306,0.01202777913704084
-0.03136422644174101,0.010957049444530985,-0.03114551083130096,0.012158869525556962
-0.031338902445471,0.011071850060319693,-0.031102619575851788,0.012289466468568593
-0.031310578175319626,0.011184836211420787,-0.03105955484828459,0.012419561299858134
-0.031277418848265764,0.011295019135755867,-0.03101631475745359,0.012549145439069969
-0.031237589681288258,0.011401410071246528,-0.03097289744794751,0.012678210391456366
-0.03118944376195811,0.011503124751220443,-0.030929301099961656,0.012806747747623425
-0.031133038565116632,0.011600226905378052,-0.03088552392916996,0.012934749183277031
-0.031069339374332015,0.011693285195247958,-0.03084156418659707,0.013062206458968807
-0.030999319926377222,0.01178287298411146,-0.030797420158490404,0.013189111419842005
-0.030923953958025212,0.011869563635249854,-0.030753090166192237,0.013315455995377503
-0.030844215206048926,0.011953930511944436,-0.030708572566011748,0.013441232199139699
-0.030761077407221327,0.012036546977476506,-0.0306638657490971,0.013566432128522491
-0.03067551429831538,0.012117986395127359,-0.03061896814130751,0.013691047964495186
-0.030588499616104024,0.012198822128178292,-0.030573878203085325,0.013815071971348469
-0.030501007097360224,0.012279627539910607,-0.030528594429328065,0.013938496496440314
-0.030414010478856928,0.012360975993605595,-0.030483115349260514,0.014061313969941945
-0.030328483497367106,0.012443440852544558,-0.030437439526306787,0.014183516904583766
-0.030245399889663696,0.012527595480008787,-0.0303915655579624,0.014305097895401332
-0.030165733392519656,0.012614013239279588,-0.030345492075666315,0.014426049619481237
-0.030090258323810203,0.012703146171037885,-0.030299217744673042,0.01454636483570709
-0.030018801334616367,0.012794869773816133,-0.030252741263924687,0.014666036384505438
-0.02995090786760285,0.012888888464385241,-0.03020606136592304,0.014785057187591748
-0.029886123320590093,0.012984906632233718,-0.03015917681660161,0.014903420247716279
-0.02982399309139852,0.013082628666850072,-0.030112086415197734,0.015021118648410079
-0.02976406257784857,0.013181758957722825,-0.030064788994124604,0.0151381455537309
-0.02970587717776066,0.013282001894340478,-0.030017283418843375,0.015254494208009162
-0.029648982288955236,0.013383061866191552,-0.02996956858773522,0.015370157935593855
-0.02959292330925272,0.01348464326276455,-0.02992164343197338,0.015485130140598498
-0.02953724563647355,0.013586450473547985,-0.02987350691539526,0.015599404306647097
-0.029481494668438153,0.013688187888030376,-0.029825158034374483,0.015712973996620083
-0.029425215802966958,0.013789559895700227,-0.029776595817692958,0.01582583285240021
-0.029367954437880397,0.013890270886046054,-0.029727819326412955,0.015937974594618556
-0.02930925597099891,0.013990025248556364,-0.029678827653749178,0.016049393022400417
-0.029248673679676672,0.0140885325191824,-0.02962961992494082,0.016160082013111265
-0.029186038430721633,0.014185683539498603,-0.029580195297123635,0.01627003552210271
-0.0291215258982076,0.014281594359549577,-0.02953055295920202,0.016379247582458387
-0.02905533327777189,0.014376395086039617,-0.029480692131721067,0.016487712304739936
-0.028987657765051814,0.014470215825673021,-0.029430612066738648,0.016595423876732972
-0.02891869655568468,0.014563186685154082,-0.02938031204769747,0.01670237656319294
-0.02884864684530781,0.014655437771187097,-0.029329791389297137,0.016808564705591132
-0.028777705829558516,0.014747099190476365,-0.029279049437366256,0.01691398272186061
-0.028706070704074108,0.014838301049726178,-0.029228085568734456,0.017018625106142098
-0.028633938664491904,0.014929173455640833,-0.029176899191104506,0.01712248642853001
-0.02856150690644922,0.015019846514924622,-0.02912548974292433,0.017225561334818295
-0.02848897262558336,0.015110450334281844,-0.029073856693259122,0.017327844546246474
-0.028416533017531654,0.015201115020416796,-0.029021999541663398,0.017429330859245487
-0.028344384015213008,0.015291969904510011,-0.02896991781805306,0.017530015145183722
-0.02827270209590492,0.015383132368670624,-0.02891761108257747,0.017629892350112863
-0.028201648467347778,0.0154747104169161,-0.028865078925491512,0.017728957494513916
-0.028131383927220005,0.015566811801416128,-0.028812320967027683,0.017827205673043103
-0.02806206927320001,0.01565954427434041,-0.02875933685726812,0.017924632054277814
-0.027993865302966214,0.015753015587858632,-0.028706126276016722,0.018021231880462542
-0.027926932814197017,0.015847333494140487,-0.028652688932671165,0.018117000467254837
-0.027861432604570843,0.01594260574535567,-0.02859902456609502,0.01821193320347123
-0.027797484108088306,0.016038912544399448,-0.028545132944489786,0.018306025550833174
-0.027734981664723424,0.016136184175749708,-0.02849101386526696,0.018399273043713006
-0.02767374341650831,0.01623430017409315,-0.028436667154920138,0.018491671288879883
-0.02761358744486779,0.016333140033750398,-0.02838209266889706,0.01858321596524569
-0.02755433183122665,0.016432583249042107,-0.02832729029147167,0.018673902823611015
-0.027495794657009704,0.016532509314288932,-0.028272259935616197,0.018763727686411085
-0.027437794003641748,0.016632797723811505,-0.028217001542873224,0.01885268644746168
-0.027380147952547597,0.01673332797193048,-0.02816151508322778,0.018940775071705124
-0.027322674585152053,0.016833979552966494,-0.028105800554979347,0.019027989594956156
-0.027265191982879914,0.016934631961240197,-0.02804985798461399,0.019114326123647968
-0.02720751822715599,0.01703516469107224,-0.027993687426676385,0.019199780834578028
-0.027149471399405087,0.01713545723678325,-0.027937288963641935,0.01928434997465411
-0.027090907292752205,0.017235413612785508,-0.027880662705788768,0.019368029860640203
-0.027031870124842226,0.01733506034683495,-0.02782380879106988,0.01945081687890246
-0.026972462842871598,0.017434462152554966,-0.02776672738498516,0.019532707485155107
-0.026912788413207964,0.01753368375603404,-0.027709418680453457,0.019613698204206456
-0.026852949802218976,0.017632789883360638,-0.027651882897684683,0.019693785629704735
-0.026793049976272285,0.017731845260623245,-0.02759412028405183,0.01977296642388415
-0.026733191901735533,0.01783091461391033,-0.0275361311139631,0.01985123731731075
-0.026673478544976384,0.01793006266931037,-0.02747791568873393,0.019928595108628364
-0.026614012872362473,0.018029354152911858,-0.027419474336459054,0.020005036664304587
-0.02655489785026146,0.018128853790803243,-0.02736080741188462,0.02008055891837669
-0.026496236445040983,0.018228626309073022,-0.027301915296280208,0.02015515887219757
-0.026438131623068704,0.018328736433809664,-0.02724279839731094,0.020228833594181674
-0.026380637953690153,0.018429219285952658,-0.0271834571489095,0.02030158021955099
-0.026323587850014346,0.01852997409030177,-0.027123892011148266,0.020373395950080923
-0.026266750020555077,0.01863086110264686,-0.02706410347011132,0.02044427805384624
-0.026209893168464417,0.01873174057549799,-0.02700409203776655,0.020514223864967096
-0.026152785996894464,0.01883247276136519,-0.026943858251837705,0.020583230783354875
-0.026095197208997282,0.018932917912758515,-0.02688340267567648,0.02065129627445816
-0.026036895507924967,0.019032936282188,-0.026822725898134562,0.020718417869008715
-0.025977649596829588,0.019132388122163693,-0.02676182853343572,0.020784593162767352
-0.02591722817886323,0.01923113368519565,-0.02670071122104785,0.020849819816269974
-0.02585539995717798,0.019329033223793896,-0.026639374625555073,0.02091409555457342
-0.025791933634925913,0.0194259469904685,-0.026577819436529773,0.020977418167001383
-0.025726597915259115,0.019521735237729477,-0.026516046368404704,0.02103978550689053
-0.025659161501329665,0.01961625821808689,-0.02645405616034502,0.021101195491336197
-0.025589393096289645,0.019709376184050786,-0.02639184957612035,0.021161646100938552
-0.025517082663113692,0.019800961344685196,-0.026329427403976917,0.021221135379548367
-0.025442722649292468,0.019891280987330232,-0.02626679045650951,0.02127966143401309
-0.025367652177109255,0.01998107857041566,-0.026203939570533658,0.021337222433922654
-0.025293260782177647,0.02007112590489885,-0.026140875606957617,0.021393816611355566
-0.025220938000111225,0.020162194801737175,-0.026077599450654486,0.021449442260624677
-0.02515207336652361,0.020255057071888006,-0.02601411201033428,0.0215040977380233
-0.025088056417028378,0.020350484526308724,-0.025950414218415936,0.02155778146157105
-0.02503027668723914,0.02044924897595668,-0.025886507030899477,0.021610491910759744
-0.024979912154908846,0.020552008475601638,-0.02582239142723799,0.02166222762629943
-0.02493619712029166,0.020658375950602548,-0.025758068410209743,0.021712987209864344
-0.024897319993521815,0.02076740194365687,-0.02569353900579027,0.02176276932383874
-0.024861459100355372,0.02087813157501924,-0.025628804263024385,0.02181157269106291
-0.024826792766548422,0.020989609964944256,-0.025563865253898296,0.021859396094579108
-0.024791499317857037,0.021100882233686523,-0.02549872307321166,0.021906238377377502
-0.024753757080037284,0.021210993501500675,-0.025433378838449643,0.021952098442142083
-0.024711744378845244,0.021318988888641293,-0.02536783368965499,0.021996975250996652
-0.024663639540036992,0.02142391351536301,-0.02530208878930013,0.022040867825250714
-0.02460799940224463,0.0215249634905538,-0.02523614532215918,0.02208377524514545
-0.02454511517392658,0.021622026762524945,-0.025170004495180063,0.022125696649599614
-0.024475774521961646,0.02171518931665109,-0.02510366753735658,0.022166631235955542
-0.024400765153473152,0.021804537154360423,-0.025037135699600425,0.022206578259725062
-0.02432087477558445,0.021890156277081137,-0.024970410254613325,0.02224553703433539
-0.02423695380518321,0.02197223414850697,-0.024903492496759043,0.022283506930875167
-0.02415028063897217,0.022051650689114376,-0.024836383741935506,0.022320487377840283
-0.024062312439858652,0.02212957505701788,-0.02476908532744682,0.02235647786087993
-0.02397450696916682,0.022207177378550134,-0.024701598611875392,0.02239147792254241
-0.02388832198822082,0.022285627780043792,-0.02463392497495395,0.022425487162021248
-0.023805215258344833,0.02236609638783149,-0.02456606581743762,0.022458505234901005
-0.02372664454086301,0.022449753328245888,-0.024498022560976038,0.022490531852903242
-0.02365406759709952,0.022537768727619624,-0.024429796647985377,0.022521566783632492
-0.0235889408357643,0.02263131166706841,-0.024361389541520426,0.02255160985032214
-0.02353178866639512,0.022730831036164193,-0.024292802725146657,0.022580660931580468
-0.023480578413668254,0.02283479976682904,-0.024224037702812288,0.022608719961136458
-0.023432842742332614,0.02294135491257071,-0.024155095998720382,0.022635786927585905
-0.023386114317137115,0.023048633526896952,-0.024085979157200895,0.022661861874137153
-0.023337925802830665,0.02315477266331552,-0.024016688742582705,0.022686944898357198
-0.023285809864162184,0.02325790937533418,-0.023947226339065764,0.022711036151917604
-0.02322730757083382,0.023356187231021543,-0.023877593550593094,0.022734135840340324
-0.023161109421847858,0.023448640704907996,-0.0238077920007229,0.022756244222743822
-0.023088213309088484,0.023536092699248865,-0.023737823332500622,0.02277736161158886
-0.02300989300970015,0.0236195799510791,-0.023667689208330994,0.02279748837242452
-0.022927422300827303,0.023700139197433655,-0.023597391309850124,0.02281662492363412
-0.02284207495961441,0.02377880717534748,-0.023526931337797576,0.02283477173618117
-0.022755124763205917,0.023856620621855534,-0.023456311011888418,0.022851929333355277
-0.02266784548874629,0.02393461627399275,-0.023385532070685295,0.022868098290518172
-0.022581510913379975,0.024013830868794096,-0.023314596271470506,0.02288327923484947
-0.022497394814251424,0.024095301143294515,-0.02324350539011805,0.022897472845092855
-0.02241677096850511,0.024180063834528958,-0.02317226122096574,0.022910679851301824
-0.022340913153285465,0.024269155679532382,-0.023100865576687217,0.02292290103458574
-0.022271095145736962,0.024363613415339724,-0.02302932028816407,0.02293413722685567
-0.02220859072300405,0.024464473778985946,-0.022957627204357855,0.022944389310570492
-0.022154637010868714,0.02457274070572904,-0.022885788192182226,0.022953658218482536
-0.02210935119158464,0.02468841581780648,-0.02281380513637492,0.022961944933383962
-0.022071550866826446,0.02481033765511934,-0.022741679939369895,0.022969250487852328
-0.02203998081006823,0.02493727957869861,-0.022669414521169412,0.02297557596399666
-0.022013385794784054,0.025068014949575328,-0.02259701081921599,0.022980922493203385
-0.021990510594448003,0.025201317128780498,-0.02252447078826463,0.02298529125588232
-0.021970099982534144,0.025335959477345134,-0.022451796400254753,0.022988683481212555
-0.02195089873251656,0.025470715356300272,-0.02237898964418236,0.022991100446888433
-0.02193165161786933,0.025604358126676902,-0.022306052525972037,0.0229925434788654
-0.02191110341206652,0.025735661149506064,-0.022232987068349058,0.02299301395110611
-0.02188799888858222,0.025863397785818757,-0.022159795310711453,0.022992513285326192
-0.0218610828208905,0.025986341396646004,-0.022086479309002063,0.022991042950740278
-0.02182909998246544,0.02610326534301883,-0.022013041135580627,0.022988604463808005
-0.02179079514678111,0.026212942985968237,-0.021939482879095806,0.02298519938797982
-0.021744913087311593,0.026314147686525253,-0.02186580664435733,0.022980829333442965
-0.021690198577530965,0.026405652805720888,-0.021792014552208007,0.022975495956867483
-0.021625396390913303,0.02648623170458616,-0.021718108739395774,0.022969200961152157
-0.02154925130093267,0.026554657744152086,-0.021644091358445833,0.022961946095170327
-0.021460508081063166,0.026609704285449683,-0.021569964577532685,0.022953733153515888
-0.02135791150477885,0.026650144689509964,-0.021495730580352188,0.022944563976249343
-0.021240672934234744,0.026674459814218444,-0.02142139156599364,0.022934440448643602
